86	44071
86	44072
86	44073
86	44074
86	44075
85	44108
85	44107
85	44106
85	44264
85	44105
84	43813
84	43750
84	43819
84	43815
84	43812
83	43854
83	43692
83	43626
83	43862
83	43863
82	43682
82	43869
82	43866
82	43867
82	43868
81	43897
81	43715
81	43716
81	43781
81	43683
80	43796
80	43635
80	43795
80	43793
80	43794
79	44132
79	43986
79	44054
79	44052
79	43984
78	44112
78	44116
78	43971
78	43983
78	43982
77	44231
77	44167
77	44140
77	44173
77	44174
76	21256
76	21254
76	21233
76	21243
76	21237
75	21128
75	21117
75	21118
75	21122
75	21121
74	20061
74	19967
74	19959
74	19958
74	19960
73	19932
73	19937
73	19935
73	20053
73	19933
72	19927
72	19928
72	19929
72	19905
72	19906
71	418
71	427
71	419
71	429
71	430
70	334
70	344
70	345
70	375
70	381
69	329
69	330
69	371
69	327
69	3201
68	3213
68	3148
68	3214
68	3215
68	3230
67	2943
67	2944
67	2982
67	2996
67	2947
66	2975
66	2967
66	2969
66	2979
66	2968
65	3104
65	3105
65	3125
65	781
65	1122
64	814
64	1156
64	1137
64	1105
64	799
63	1883
63	1856
63	1884
63	1940
63	1882
62	1864
62	2143
62	2132
62	1999
62	2002
61	1943
61	1969
61	1867
61	1957
61	1958
60	2007
60	1984
60	2011
60	2019
60	2009
59	41307
59	41253
59	14098
59	41252
59	41306
58	14200
58	41295
58	41298
58	41296
58	41297
57	14202
57	13953
57	13952
57	13950
57	13951
56	38585
56	38586
56	41071
56	41073
56	38584
55	41370
55	41567
55	41534
55	41531
55	41530
54	41897
54	41914
54	41870
54	41951
54	41952
53	41890
53	42182
53	41869
53	41871
53	41868
52	43526
52	42335
52	42338
52	42336
52	43525
51	39423
51	39441
51	39427
51	39426
51	39432
50	38728
50	38713
50	38298
50	38731
50	38726
49	38766
49	38322
49	38860
49	38777
49	38858
48	22872
48	22876
48	22875
48	22874
48	22873
47	22677
47	22558
47	22685
47	22634
47	22445
46	40232
46	40001
46	40003
46	40230
46	40231
45	40260
45	40265
45	39981
45	40262
45	40261
44	46432
44	46443
44	46441
44	46450
44	46461
43	43427
43	43429
43	43428
43	43326
43	43325
42	42008
42	41980
42	42094
42	42096
42	42010
41	44548
41	44492
41	44297
41	44568
41	44298
40	44659
40	44712
40	44711
40	44652
40	44692
39	34409
39	34119
39	34305
39	34242
39	34201
38	47962
38	47961
38	26690
38	26701
38	26700
37	27550
37	27544
37	27551
37	27552
37	27523
36	15983
36	15581
36	13104
36	13103
36	13083
35	18235
35	15166
35	18244
35	15186
35	18160
34	16818
34	16812
34	16532
34	16995
34	16451
33	25597
33	25562
33	25431
33	25612
33	25566
32	19175
32	25461
32	19178
32	25599
32	25598
31	19346
31	19332
31	19333
31	19334
31	19353
30	22125
30	22124
30	22126
30	22215
30	22216
29	20632
29	20633
29	20634
29	20304
29	20303
28	20618
28	20512
28	20510
28	20630
28	20631
27	20797
27	20796
27	21000
27	20928
27	20783
26	34357
26	34356
26	34359
26	34360
26	34358
25	48001
25	47840
25	47761
25	47760
25	47742
24	47172
24	47181
24	47183
24	47202
24	47203
23	48185
23	47598
23	48186
23	48189
23	47600
22	19839
22	19838
22	19855
22	19854
22	19840
21	19453
21	19770
21	19643
21	19772
21	19771
20	19653
20	19631
20	19630
20	19722
20	19629
19	19838
19	19854
19	19855
19	19840
19	19694
18	48688
18	48689
18	48556
18	48686
18	48687
17	48663
17	48489
17	48491
17	48747
17	48490
16	2263
16	2168
16	2169
16	2170
16	2304
15	8370
15	8387
15	8507
15	8583
15	8582
14	4583
14	4578
14	4581
14	4584
14	4580
13	4204
13	4201
13	4202
13	4207
13	4208
12	48567
12	48564
12	48501
12	48571
12	48543
11	48670
11	48520
11	48667
11	48523
11	48527
10	6102
10	6114
10	6105
10	6115
10	6009
9	6095
9	6213
9	6024
9	6026
9	6214
8	6028
8	6021
8	6022
8	6116
8	6119
7	10606
7	10605
7	10609
7	10607
7	10608
6	4432
6	4434
6	4435
6	4431
6	4433
5	33701
5	33742
5	33760
5	31008
5	33117
4	31899
4	32006
4	32008
4	31914
4	31947
3	30755
3	30754
3	30756
3	31043
3	32250
2	33562
2	10866
2	33643
2	4023
2	7590
1	37789
1	37024
1	37092
1	37091
1	37090
