86	39178
86	39131
86	40239
86	40018
86	40327
85	39694
85	39672
85	39799
85	39810
85	40296
84	39856
84	39561
84	39436
84	39119
84	39364
83	40063
83	40009
83	39761
83	39843
83	39933
82	39748
82	39696
82	39358
82	40201
82	39417
81	40271
81	39819
81	39609
81	39202
81	40052
80	39328
80	39766
80	39580
80	39244
80	39308
79	39890
79	40311
79	39653
79	39571
79	39888
78	39716
78	39757
78	39786
78	39317
78	39517
77	39282
77	39356
77	39745
77	40127
77	39998
76	18708
76	19136
76	18153
76	18333
76	17296
75	18503
75	18767
75	17842
75	18194
75	18695
74	17952
74	18023
74	18011
74	16988
74	17057
73	18076
73	17753
73	18353
73	17206
73	17513
72	18353
72	17346
72	17939
72	18076
72	17753
71	392
71	851
71	790
71	1665
71	359
70	1886
70	1739
70	1275
70	556
70	1438
69	1590
69	891
69	1150
69	931
69	901
68	1545
68	121
68	955
68	100
68	18
67	1862
67	60
67	982
67	675
67	543
66	1020
66	482
66	1403
66	1830
66	1016
65	312
65	101
65	783
65	314
65	563
64	1430
64	6
64	1806
64	1419
64	571
63	1490
63	1853
63	840
63	1594
63	1342
62	1340
62	588
62	216
62	1965
62	1989
61	1253
61	1017
61	2087
61	763
61	177
60	646
60	1412
60	1742
60	67
60	1741
59	37426
59	16144
59	36612
59	36187
59	36793
58	14445
58	16128
58	15703
58	16767
58	37027
57	14072
57	15431
57	15899
57	16872
57	15647
56	37259
56	36650
56	36668
56	36435
56	36716
55	37061
55	37146
55	36057
55	36580
55	37294
54	38636
54	37785
54	37625
54	38472
54	37759
53	38279
53	38636
53	37625
53	37785
53	37612
52	38432
52	37543
52	37612
52	37615
52	39070
51	36577
51	35949
51	36636
51	36983
51	36726
50	36429
50	36700
50	37402
50	36500
50	37430
49	35948
49	35980
49	36863
49	37430
49	36786
48	36140
48	37434
48	19399
48	19878
48	36889
47	20032
47	19758
47	19632
47	20027
47	19208
46	36493
46	36115
46	36482
46	37418
46	37450
45	37418
45	37450
45	36482
45	36244
45	36063
44	41091
44	40992
44	42199
44	41366
44	41802
43	41366
43	41091
43	42199
43	42707
43	41802
42	37893
42	37521
42	38158
42	38203
42	38852
41	42084
41	42178
41	41762
41	42683
41	40860
40	40493
40	40918
40	42010
40	42243
40	40558
39	32472
39	32601
39	32499
39	32475
39	32468
38	22715
38	21819
38	43130
38	42989
38	22225
37	23110
37	24356
37	24751
37	24123
37	23693
36	15625
36	16715
36	16280
36	16584
36	16164
35	15129
35	16487
35	14610
35	15611
35	15937
34	15020
34	15661
34	15418
34	14197
34	15766
33	20812
33	21078
33	20860
33	21363
33	21195
32	21007
32	21613
32	21633
32	21100
32	21192
31	17746
31	17033
31	17632
31	17202
31	18671
30	18366
30	18880
30	19000
30	17197
30	18621
29	18280
29	17699
29	18149
29	18945
29	18926
28	17636
28	18183
28	17965
28	17923
28	18718
27	18835
27	17031
27	17090
27	18226
27	17405
26	32544
26	32573
26	32522
26	32644
26	32649
25	43958
25	42864
25	44413
25	42895
25	43134
24	43518
24	43533
24	44468
24	43912
24	43506
23	43666
23	43511
23	43589
23	42790
23	42787
22	43145
22	17266
22	18451
22	44223
22	43932
21	17801
21	18310
21	18342
21	17954
21	18964
20	17520
20	17906
20	19058
20	18669
20	19132
19	18151
19	44223
19	17266
19	18451
19	43932
18	43376
18	44309
18	42978
18	42810
18	44196
17	42891
17	43530
17	44374
17	43297
17	44172
16	1700
16	1780
16	806
16	1089
16	720
15	4084
15	12194
15	6226
15	13835
15	4120
14	2547
14	2502
14	11200
14	10307
14	4790
13	6325
13	6740
13	3759
13	12975
13	3970
12	42981
12	44237
12	43237
12	43541
12	44033
11	43985
11	44483
11	44450
11	43705
11	44454
10	8522
10	5465
10	11128
10	11219
10	13613
9	3975
9	12344
9	6392
9	6138
9	12445
8	6363
8	12140
8	13671
8	7235
8	8316
7	6896
7	8091
7	10315
7	2198
7	10244
6	2170
6	7826
6	3848
6	5458
6	3270
5	30923
5	27276
5	27000
5	26308
5	28394
4	29788
4	28206
4	31748
4	28661
4	31431
3	29062
3	29889
3	25637
3	31915
3	26283
2	7587
2	9780
2	11559
2	5293
2	4431
1	35781
1	33886
1	35416
1	34722
1	35158
